City Name,Incorporation Date,1980-2019 Number Annexations,1980-2019 Acreage Annexed,Closest Incorp Year Pop Data,Percent Change Pop (Incorp to 2018),"Government Structure (Council Manager, Strong Mayor Council, Weak Mayor Council, City Commission)",City Type (Charter or General Law),"Population Estimate
 (as of July 1, 2018)",Hispanic or Latino (%),"White alone, Not Hispanic or Latino (%)","Black alone, Not Hispanic or Latino (%)","American Indian and Alaska Native alone, Not Hispanic or Latino (%)","Asian alone, Not Hispanic or Latino (%)","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino (%)","Some other race alone, Not Hispanic or Latino (%)","Two or more races alone, Not Hispanic or Latino (%)","Household Income < $10,000 (%)","Household Income $10,000 - $14,999 (%)","Household income $15,000 to $24,999 (%)","Household Income $25,000 to $34,999 (%)","Household Income $35,000 to $49,999 (%)","Household Income $50,000 to $74,999 (%)","Household Income $75,000 to $99,999 (%)","Household Income $100,000 to $149,999 (%) ","Household Income $150,000 to $199,999 (%)","Household Income $200,000 or more (%)",Household Median income (dollars),Household Mean income (dollars),Percent Democratic,Enterprise Data- Water Services Provided by Other Agencies,No Match- Other Service Ent. Data to City Web data,"Four System Categories (1=City, 2=IOU, 3=SD, 4=Multiple/Mutual/Other City)",Number of System Types for Multiple Systems,Multiple System Types,System Type,Number of Water Systems,Water Systems,% of customers served outside of local jurisdiction boundaries, Has your jurisdiction adopted programs and/or policies to improve water use efficiency?,Retrofit requirements for commercial buildings at re-sale,Retrofit requirements for residential buildings at re-sale,Regulations that prohibit development projects that would result in a net increase in water use,Ordinances for recycled water,Ordinances or landscaping standards,Development standards that require or promote low-impact development (LID),"Residential water use restrictions (e.g., limited landscape watering times)","Commercial water use restrictions (e.g., limited landscape watering times)",Requirements for water metering at residential developments,Number of Sewer Systems,Sewer Systems,Number of Trash Collectors,Trash Services,,Overall Risk Designation,Overall Rank,Overall Points,Liquidity Points,Debt Burden Points,General Fund Reserves Points,Revenue Trends Points,Pension Obligations Points,Pension Funding Points,Pension Costs Points,Future Pension Costs Points,OPEB Obligations Points,OPEB Funding Points,OpRev_2018 (Water),OpExp_2018 (Water),NonOpRev_2018 (Water),NonOpEx_2018 (Water),TransfIn (Water),TransfOut (Water),Total Income (Water) ,Total Transfers In/Out (Water),Total Tranfers / Total Income (Water),OpRev_2018 (Sewer),OpExp_2018 (Sewer),NonOpRev_2018 (Sewer),NonOpEx_2018 (Sewer),TransfIn (Sewer),TransfOut (Sewer),Total Income (Sewer),Total In/Out (Sewer) ,Tranfers / Total Income (Sewer),OpRev_2018 (Solid Waste),OpExp_2018 (Solid Waste),NonOpRev_2018 (Solid Waste),NonOpEx_2018 (Solid Waste),TransfIn (Solid Waste),TransfOut (Solid Waste),Total Income (Solid Waste) ,Transfers In/Out (Solid Waste),Total Tranfers / Total Income (Solid Waste),OpRev_2018 (Electric ),OpExp_2018 (Electric),NonOpRev_2018 (Electric),NonOpEx_2018 (Electric),TransfIn (Electric),TransfOut (Electric ),Total Income (Electric) ,Transfers In/Out (Electric),Total Tranfers / Total Income (Electric),OpRev_2018 (Gas),OpExp_2018 (Gas),NonOpRev_2018 (Gas),NonOpEx_2018 (Gas),TransfIn (Gas),TransfOut (Gas),Total Income (Gas),Transfers In/Out (Gas),% Tranfers to Total Income (Gas),Total # Enterprise Funds (Excluding Water),Total # Enterprise Finds (With Water EF included ),Water EF (Y/N),Binary City Run or No,,City Run Water With NO EF,Water EF with No City Run System,Total Revenue Gov Funds,Total Revenue Proprietary Funds        ,Total Expenditures Gov Funds        ,Total Expenditures Proprietary Funds,Revenues Less Expenditures of Gov Funds,"Income Before Capital Contributions, Transfers, and Special and Extraordinary Items of Proprietary Funds ",Transfers In (Out) Proprietary Funds,Cash and Investments: Governmental Funds ,Cash and Investments: General Fund ,Cash and Investments: Enterprise Funds 
San Bernardino,1869,31,"3,841","1,678",12768.95113,Council-Manager,Charter,215941,64.80,15.30,12.80,0.30,4.00,0.30,0.10,2.40,7.4,9.2,13.5,10.6,16.4,17.4,10.6,10.3,3,1.6,43136,56539,66.48,N,1,4,2,"City Run, Special District",6,2,"City operated (extend to unincorporated areas), East Valley Water District",#REF!,,,,,,,,,,,1,"City operated (also wastewater services to Loma Linda, East Valley Water District and Colton)",1,Burrtec Waste Services,,MODERATE,43,48.45,10,8.91,9.47,2.13,0,3.45,1.94,0,10,2.55,38360890,34389097,3076067,2015792,NULL,NULL,5032068,,,38416398,34364649,-499265,2634631,NULL,NULL,917853,,,503657,1174813,154414,0,NULL,NULL,-516742,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,159000000,94446103,149000000,93283885,9523195,1162218,NULL,91430374,34717010,131000000
San Buenaventura,1866,114,"2,499","1,370",8011.532847,Council-Manager,Charter,111128,36.40,55.10,1.70,0.30,3.80,0.10,0.10,2.50,4.3,3.7,6.6,8,10.4,16.3,15.8,18.8,8.8,7.4,76076,94043,74.16,N,,1,,,1,1,City operated,#REF!,Yes,,,1,1,1,1,1,1,1,1,City operated,1,EJ Harrison & Sons,,LOW,261,72.14,10,14.74,17.37,2.88,4.48,3.5,3.06,1.11,10,5, , , , , , ,,,,26519820,16395454,229673,1688175,NULL,-4017388,8665864,-4017388,0.00190319,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,1,1,1,,142000000,88673100,133000000,71270188,8622458,17402912,-6315338,100000000,40437161,108000000
San Bruno,1914,0,,"1,562",2655.889885,Council-Manager,General Law,43047,27.50,32.50,1.30,0.10,30.40,2.40,0.70,5.10,3.3,1.9,4.4,6.4,7,10.2,15.6,20.7,12.8,17.5,102101,126154,58.29,N,,1,,,1,1,City operated,#REF!,Yes,,,,,1,,,,1,1,City operated,1,Recology,,LOW,261,72.14,10,14.74,17.37,2.88,4.48,3.5,3.06,1.11,10,5,15312217,10638547,249679,518365,NULL,NULL,4404984,,,16748382,10693292,283800,1362507,9471,NULL,4976383,9471,-0.4635877,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,60109123,48197567,54263260,43217306,5845863,4980261,-317399,38113764,16202869,35650947
San Carlos,1925,16,230,"1,132",2582.332155,Council-Manager,General Law,30364,8.60,68.50,0.50,0.00,16.00,0.30,0.60,5.40,2.3,1.6,3.3,2.6,5.2,7.7,8.7,13.2,12.6,42.8,169640,220064,75.84,,,2,,,2,1,California Water Service,#REF!,Yes,1,,,,1,,,,,1,City operated,1,Recology,,LOW,393,86.01,10,15,30,3.38,6.08,3.35,3.89,3.06,10,1.25, , , , , , ,,,,17487381,10391149,199087,213355,128000,-585400,7081964,-457400,-0.0645866,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,56077739,19680063,53052752,12542240,3024987,7137823,-457400,80232781,32285743,16890148
San Clemente,1928,30,660,667,9623.688156,Council-Manager,General Law,64857,17.10,73.40,0.60,0.20,3.90,0.90,0.10,3.70,3.7,2.4,4.5,4.4,9,13.3,10.6,16.9,11.8,23.4,105812,147711,39.75,Y,2,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,CR&R Environmental Services,,LOW,317,78.5,10,15,16.7,3.38,9.76,3.6,4.17,3.89,10,2,21333272,19975289,124710,912820,70307,-99984,569873,-29677,-0.05207652,10333756,13597936,163781,0,381000,-155876,-3100399,225124,-0.0726113,211589,218628,18924,0,NULL,NULL,11885,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,71956281,50863182,69662640,50162980,2293641,700202,-7893,76697025,30251149,37362917
San Diego,1850,21,"7,207",731,194971.9562,Strong Mayor-Council,Charter,1425976,30.10,42.90,6.20,0.20,16.40,0.40,0.20,3.60,4.8,3.7,7,7.2,10.7,16.3,12.7,17.3,9,11.2,75456,103655,65.86,Y,2,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,City operated,,MODERATE,61,51.98,10,7.75,6.17,3.13,5.2,3.5,2.78,2.6,10,0.85,570000000,490000000,9956059,40838868,495279,-2242162,49117191,-1746883,-0.03556561,360709628,296291461,13849423,54266539,1791486,-2024407,24001051,-232921,-0.00970462,34960100,41263153,1032618,161342,108494,-588760,-5431777,-480266,0.088417842, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,2020000000,1280000000,2360000000,1220000000,-340000000,63517304,3015790,1500000000,273000000,755000000
San Dimas,1960,2,9,"15,692",116.556207,Council-Manager,General Law,33982,33.40,45.90,3.20,0.50,14.40,0.10,0.10,2.60,4.6,3,8.1,5.5,7.5,14.8,12.8,22.5,9.7,11.5,84749,104495,47.51,,,2,,,2,1,GSWC,#REF!,Yes,,,,,1,1,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),1,Waste Management,,LOW,440,91.1,10,13.24,30,2.75,9.04,3.85,3.89,3.33,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,30843745,NULL,30399494,NULL,444251,0,NULL,34751523,18209019,
San Fernando,1911,1,0,"3,204",664.9812734,Council-Manager,General Law,24510,93.00,4.50,0.90,0.40,1.10,0.00,0.10,0.00,5.2,4.4,11.9,12.6,13,14.2,14.8,14.7,6.7,2.5,53353,70157,80.86,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,Republic Services,,HIGH,6,33.16,2.05,14.58,0,2.88,3.6,3.35,2.78,0.56,3.36,0,4411292,3464862,6754,15703,NULL,-120000,937481,-120000,-0.12800259,3435103,4549317,32736,0,NULL,-60000,-1081478,-60000,0.055479631,16994,5898,21,0,NULL,NULL,11117,,, , , , , , ,,,,68467,42825,-25,0,17593,NULL,25617,17593,0.686770504,3,4,1,1,0,,,27973200,12182705,26313099,10801242,1660101,1381463,10000,13659829,2692639,9430340
San Francisco,1850,0,,"56,802",1455.059681,Strong Mayor-Council,Charter,883305,15.20,40.60,5.00,0.20,33.90,0.30,0.50,4.30,5.2,5.2,6.2,5.1,6.6,10.5,9.4,16.3,11.3,24.1,104552,149265,85.55,N,,1,,,1,1,City operated (wholesale to 3 Bay Area Counties),#REF!,,,,,,,,,,,1,City operated,1,Recology,,MODERATE,152,60.88,10,3.83,15.79,3.25,7.52,4.35,3.61,3.76,8.72,0.05,526000000,370000000,59051723,166000000,382209,-31000000,49051723,-30617791,-0.624194,315095510,210593124,13047096,25391522,NULL,-26960316,92157960,-26960316,-0.29254463,,,,,,,,,,192000000,198000000,14239228,4749722,30087230,-511712,3489506,29575518,8.475560151, , , , , , ,,,,2,3,1,1,0,,,6410000000,4350000000,5850000000,4930000000,563000000,-580000000,754000000,5310000000,2730000000,2410000000
San Gabriel,1913,2,2,"2,640",1427.840909,Council-Manager,General Law,40335,26.30,11.90,0.70,0.20,59.60,0.30,0.10,1.00,4.9,3.6,9.5,11,14.9,17.2,10.6,14.5,6.6,7.1,57863,83228,68.22,,,4,3,"IOU, Mutual, Special District",6,5,"San Gabriel County Water District (most), California American Water, Sunnyslope Water Company, GSWC, San Gabriel Valley Water Company (small)",#REF!,,,,,,,,,,,1,City operated,1,Athens Services,,HIGH,8,35.61,4.4,13.83,0,2.88,1.44,3.45,1.67,0,7.44,0.5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,47158428,6672591,50223528,7841900,-3065100,-1169309,1224115,18786932,6911667,NULL
San Jacinto,1888,40,"15,883",661,7292.889561,Council-Manager,General Law,48867,54.10,32.10,6.20,1.10,3.80,0.00,0.20,2.50,5.7,5.3,11.6,12,14.9,18.8,12.4,13,4.5,1.8,50483,63868,52.65,Y,,4,2,"City Run, Special District",6,3,"City operated, Eastern Municipal Water District, Lake Hemet Municipal Water District ",#REF!,,,,,,,,,,,2,"City operated, Eastern Municipal Water District",1,CR&R Environmental Services,,LOW,396,86.51,10,14.83,21.78,3.25,10,3.6,4.44,3.61,10,5,4151649,4392165,3866,175838,NULL,NULL,-412488,,,1086199,974111,26711,0,NULL,NULL,138799,,,61,1379,0,0,1318,NULL,-1318,1318,-1, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,31597494,7904297,28737529,8078301,2859965,-174004,28516,38046943,9370888,2844095
San Joaquin,1920,4,123,163,2373.619632,Council-Manager,General Law,4032,97.80,2.20,0.00,0.00,0.00,0.00,0.00,0.00,19.5,8.1,18.8,11.5,11,13.2,11.2,5.7,1,0,29293,40107,85.69,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,Mid Valley Disposal,,MODERATE,72,53.13,0,15,0,1,10,3.8,4.44,3.89,10,5,589201,689026,151974,0,NULL,NULL,52149,,,484051,693139,500625,12845,NULL,NULL,278692,,,248023,256530,5233,0,NULL,NULL,-3274,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,1423572,1979107,1048055,1651540,375517,327567,NULL,2185457,NULL,708219
San Jose,1850,553,"13,991","9,089",11233.68907,Council-Manager,Charter,1030119,32.00,26.00,2.80,0.20,35.10,0.50,0.30,3.10,3.4,3.3,5.1,5,7.7,12.7,10.9,18.8,12.7,20.4,104234,133334,73.82,Y,,4,2,"City Run, IOU",6,3,"City operated (12% of city), San Jose Water Company, Great Oaks Water Company",#REF!,,,,,,,,,,,1,City operated,2,"GreenTeam of San Jose (for all multifamily and 1 of 3 single family districts), Norcal Waste Systems (2 of 3 single family districts)",,MODERATE,23,43.92,10,5.33,12.08,3.25,0.24,3,1.39,0.12,7.36,1.15,48615084,49156313,291225,0,117,-1039783,-250004,-1039666,4.158597462,252722047,202565000,3330000,707000,NULL,-2468000,52780047,-2468000,-0.04676009,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,1630000000,676000000,1750000000,610000000,-120000000,66138618,-3119960,1170000000,299000000,635000000
San Juan Bautista,1896,6,54,484,305.9917355,Council-Manager,General Law,1965,54.40,40.80,0.00,0.00,2.80,0.30,0.00,1.70,2.4,4.4,6.5,5.9,7.5,21.8,22.2,16.8,3.8,8.6,79375,92568,67.17,N,,1,,,1,1,City operated,#REF!,Unsure,,,,,,,,,,1,City operated,1,Recology,,LOW,381,84.75,10,0,30,4.75,10,5,5,5,10,5,1045222,642399,1117636,277626,114600,NULL,1242833,114600,0.092208688,1119485,700100,26412,224939,NULL,-168054,220858,-168054,-0.76091425,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,4038886,3308755,2021624,1845064,2017262,1463691,-53454,5324473,3207006,2784351
San Juan Capistrano,1961,14,"1,095","3,781",852.4728908,Council-Manager,General Law,36013,36.30,57.70,0.30,0.40,2.40,0.20,0.00,2.60,3.9,3,6.7,6.1,10.2,13.4,14.3,13.9,9.6,18.9,87353,134000,42.57,N,,1,,,1,1,City operated,#REF!,Yes,,,,,1,1,,,,1,City operated,1,CR&R Environmental Services,,LOW,330,80.24,10,8.75,26.62,3.38,8.8,4.4,3.89,4.4,10,0,21971180,20224635,1803735,1011208,NULL,NULL,2539072,,,3588813,3543197,67969,104767,NULL,NULL,8818,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,34940566,36172116,38450538,33479160,-3509972,2692956,NULL,44434792,16042731,13997545
San Leandro,1872,5,352,"1,369",6452.447042,Council-Manager,Charter,89703,27.30,23.30,10.30,0.50,34.20,0.90,0.30,3.30,3.8,4,7,9,12.3,16.1,11.7,18.5,9.3,8.3,70723,92607,78.53,,,3,,,5,1,East Bay Municipal Utility District,#REF!,Yes,,,,,1,1,,,,1,City operated,2,"Alameda County Industries, Waste Management",,MODERATE,170,63.32,10,11.66,15,3.5,2.4,3.5,2.78,0.28,10,4.2, , , , , , ,,,,12574723,11116974,260364,1067499,NULL,-153714,650614,-153714,-0.2362599,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,134000000,34850256,122000000,31300143,11406785,3550113,-139989,78527403,39059964,32571522
San Luis Obispo,1856,26,"2,456","2,243",2015.29202,Council-Manager,Charter,47446,18.30,70.70,2.00,0.30,5.60,0.00,0.20,2.90,11.6,7.3,11.2,6.3,11.2,15.2,10.8,12.8,5.8,7.8,52740,77952,68.33,N,,1,,,1,1,City operated,#REF!,Yes,,,,1,,,,,,1,City operated,1,San Luis Garbage (Waste Connections),,MODERATE,93,55.77,10,11.16,11.37,2.75,3.04,3.15,2.22,0.28,10,1.8,22196132,18796237,326297,727499,NULL,-934306,2998693,-934306,-0.31157107,16780836,13863930,117523,322424,NULL,-772599,2712005,-772599,-0.28488111,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,78597850,48617252,91339112,42238760,-13000000,6378492,-1198027,7739664,1789983,64574267
San Marcos,1963,23,"2,964","3,896",2385.805955,Council-Manager,Charter,96847,40.20,43.20,2.50,0.40,9.50,0.60,0.20,3.40,5.5,2.5,7.3,7.9,9.9,16.1,10.8,20,8.9,11,76619,100808,51.52,,,3,,,5,1,Vallecitos Water District,#REF!,,,,,,,,,,,1,Vallecitos Water District,1,EDCO,,LOW,289,75.58,10,15,16.88,2.63,7.2,3.6,3.33,1.94,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,98590989,5517743,92294001,771106,6296988,4746637,-5000000,128000000,45077725,450150
San Marino,1913,1,1,584,2157.876712,Council-Manager,General Law,13186,4.30,30.50,2.00,0.00,59.50,0.40,0.10,3.40,7.2,1.3,4.7,3.1,3.5,7.4,5.1,14.1,14.5,39.2,159509,219636,54.89,,,2,,,2,1,California American Water,#REF!,Yes,,,,,1,1,1,,,1,City operated,1,Athens Services,,LOW,320,78.72,10,15,30,3,3.68,3.7,2.78,0.56,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,29684864,500469,25192520,485269,4492344,15200,508755,29079474,12148777,NULL
San Mateo,1894,1,1,"1,832",5632.805677,Council-Manager,Charter,105025,24.80,43.10,1.90,0.30,22.70,2.00,0.30,4.90,2.9,2.1,4.1,4.7,6.8,11.8,11.7,18.7,11.5,25.6,115167,154600,76.19,,,2,,,2,1,California Water Service,#REF!,Unsure,,,,,,,,,,1,City operated,1,Recology,,MODERATE,233,68.63,10,10.5,23.84,3.13,4.08,3.3,2.5,0.83,10,0.45, , , , , , ,,,,41737548,26017258,189435,2523881,75000,NULL,13385844,75000,0.005602934,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,172000000,92432181,153000000,79773849,19533073,12658332,934203,208000000,80398623,6230680
San Pablo,1948,4,47,"14,476",115.0041448,Council-Manager,General Law,31124,61.70,8.40,10.60,0.10,15.80,0.40,0.50,2.60,5.4,7.1,11.3,10.1,17,20.4,12.6,11.3,3.8,0.9,49226,60473,87.59,,,3,,,5,1,East Bay Municipal Utility District,#REF!,No,,,,,,,,,,1,West County Sanitation District,1,Richmond Sanitary Service,,LOW,376,84.24,10,11.75,30,3.25,5.92,3.6,3.33,1.39,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,49702611,NULL,52244992,NULL,-2542381,0,NULL,80112503,53500780,
San Rafael,1874,10,209,"2,276",2479.261863,Council-Manager,Charter,58704,31.40,56.50,2.10,0.10,5.90,0.00,0.70,3.30,3.8,4.4,6.2,6,8.9,14.4,10.2,15.7,10.6,19.9,87262,133888,79.29,,,3,,,5,1,Marin Municipal Water District ,#REF!,Yes,,,,1,1,1,,,,2,"City operated, Las Gallinas Valley Sanitary District",1,Marin Sanitary Service,,MODERATE,36,46.59,10,15,7.88,2.75,0,0,0,0,9.36,1.6, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,107000000,21206606,120000000,21770869,-13000000,-564263,21258,38258567,7628610,3200268
San Ramon,1983,33,"7,000","35,303",114.8231029,Council-Manager,Charter,75839,7.40,38.80,2.50,0.20,45.60,0.60,0.20,4.70,2.8,1,2,2.8,4.6,8.1,9.1,19.3,15.4,35,151026,178796,66.92,,,3,1,Special Districts,6,2,"East Bay Municipal Utility District, Dublin San Ramon Services District",#REF!,Yes,,,,1,1,1,,,,2,"Central Contra Costa Sanitary District, Dublin San Ramon Services District",1,Alameda County Industries,,MODERATE,227,68.23,8.15,15,7.1,3.13,9.2,4.2,3.89,3.06,10,4.5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,85056332,12640181,85990109,10337161,-933777,2303020,760584,72678042,4276735,NULL
Sand City,1960,0,,212,87.73584906,Council-Manager,Charter,398,33.60,56.60,4.70,0.90,2.20,0.00,0.30,1.60,2,5.4,10.1,10.8,13.5,21.6,10.8,13.5,7.4,4.7,62667,77086,59.62,,,2,,,2,1,Cal American Water,#REF!,,,,,,,,,,,1,Seaside County Sanitation District,1,Green Waste Recovery,,LOW,299,76.86,10,15,25.5,3.63,7.2,3.8,2.78,1.67,7.28,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,7553682,NULL,6989374,NULL,564308,0,NULL,1007145,979358,
Sanger,1911,23,"1,390","2,578",881.8851823,Council-Manager,General Law,25313,83.00,12.50,0.00,0.00,2.60,0.00,0.00,1.80,5.1,10,10.5,12.7,15.6,13.2,16.3,12.2,3.4,1.1,45020,59339,63.22,,,1,,,1,1,City operated,#REF!,Yes,,,,,1,,1,1,1,1,City operated,1,Mid Valley Disposal,,MODERATE,219,67.74,10,9.5,13.15,3.38,7.28,3.6,3.33,2.5,10,5,3097417,3884048,86883,177272,NULL,-92754,-877020,-92754,0.105760416,5783840,4475901,52846,891883,NULL,NULL,468902,,,3026295,3252494,69275,0,NULL,NULL,-156924,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,21331903,16754254,18885978,17810692,2445925,-1056438,-92754,16908482,3674676,14730517
Santa Ana,1886,3,32,"1,145",28958.95197,Council-Manager,Charter,332725,76.80,9.40,0.90,0.10,11.70,0.20,0.10,0.70,3.5,3.3,8.6,9.9,14,20.3,13.6,16.1,6.6,4.1,61774,78005,73.70,N,,1,,,1,1,City operated,#REF!,Yes,,,,,1,1,1,1,1,1,City operated,1,Waste Management,,MODERATE,85,54.55,10,12.91,11.26,2.75,1.68,3.45,2.5,0,10,0,55560485,49241474,35336,558448,NULL,-1347355,5795899,-1347355,-0.23246696,6381133,5587618,-48869,0,NULL,-262427,744646,-262427,-0.35241846,19479786,18027790,304657,0,NULL,-943685,1756653,-943685,-0.537206267, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,343000000,163000000,363000000,171000000,-20000000,-7212734,-212005,161000000,63124201,73710949
Santa Barbara,1850,34,422,"2,351",3785.580604,Council-Manager,Charter,91350,36.50,56.20,1.20,0.30,3.70,0.00,0.10,2.10,4.9,3.9,7.1,6.8,10.7,16.7,11.4,15.6,8.7,14.1,74798,106749,74.84,N,,1,,,1,1,City operated,#REF!,Yes,,,,1,1,1,1,1,1,1,City operated,1,MarBorg,,MODERATE,87,54.98,10,11,9.28,3,4.64,3.45,2.78,0.83,10,0,57233749,42936318,299115,2172358,NULL,NULL,12424188,,,20807563,19600132,85689,882642,NULL,NULL,410478,,,22137962,23879316,35628,0,NULL,-50000,-1705726,-50000,0.029313032, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,178000000,175000000,170000000,170000000,8155183,4921048,574212,56950509,23887140,118000000
Santa Clara,1852,21,251,"2,559",4960.101602,Council-Manager,Charter,129488,17.40,33.80,2.90,0.10,41.20,0.20,0.30,4.20,2.7,2.5,4.6,4.3,7.5,10.9,10.4,19.8,14.8,22.4,116257,137699,73.22,Y,2,1,,,1,1,City operated,#REF!,Yes,,,,1,1,1,,,1,1,City operated,1,Mission Trail Waste Systems,,LOW,315,78.43,10,6.75,28.42,3.75,8.16,3.2,3.89,3.06,10,1.2,45312939,41578181,1455112,0,NULL,-871200,5189870,-871200,-0.16786548,49793110,25321974,1508101,231624,NULL,-640917,25747613,-640917,-0.02489229,23521862,23290150,21888,0,NULL,-83063,253600,-83063,-0.327535489,404000000,387000000,32098559,8103432,1108000,-993298,40995127,114702,0.002797942, , , , , , ,,,,3,4,1,1,0,,,253000000,709000000,250000000,634000000,2966142,74158014,1725156,290000000,166000000,461000000
Santa Clarita,1987,28,"8,752","110,642",89.88178088,Council-Manager,General Law,210089,33.50,47.50,3.80,0.30,10.80,0.10,0.20,3.90,2.8,2.4,4.5,5.4,8.7,14.9,14.3,21.4,12.3,13.5,94282,113636,48.53,,,3,1,Special Districts,6,2,"Santa Clarita Valley Water Agency, County Operated (Los Angeles County Water Works District 36)",#REF!,No,,,,,1,1,,,1,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),1,Waste Management,,LOW,448,92.77,10,13.49,30,2.75,10,3.75,4.44,3.89,10,4.45, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,193000000,21529701,181000000,30772414,11836201,-9242713,4753559,265000000,153000000,NULL
Santa Cruz,1866,6,704,"2,561",2427.333073,Council-Manager,Charter,64725,21.10,62.60,1.70,0.10,9.60,0.10,0.30,4.50,8.8,5.8,8.6,7.6,7.8,13.3,11.4,14.2,8.6,13.9,70102,102386,82.41,N,,1,,,1,1,"City operated (Extends to Live Oak, part of Capitola and unincorporated)",#REF!,Yes,1,1,1,1,1,1,1,1,1,1,City operated,1,City operated,,MODERATE,82,53.86,10,11.75,6.75,3.25,4.8,3.7,2.78,0.83,10,0,41061955,32095602,860392,1188930,NULL,-501115,8637815,-501115,-0.05801409,21018559,21632279,1001695,153417,12961,-253725,234558,-240764,-1.02645827,20495573,18246854,453285,204683,235015,-372785,2497321,-137770,-0.055167117, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,118000000,106000000,122000000,92399853,-3764616,14092564,-1934886,35015503,13641905,73133624
Santa Fe Springs,1957,3,22,"16,342",9.117611064,Council-Manager,General Law,17832,74.30,12.70,3.90,0.50,6.80,0.00,1.20,0.60,7.6,5.4,8.5,10.1,8.1,17.2,12.4,19.1,6.9,4.8,65518,77546,71.73,,,1,,,1,1,City operated,#REF!,Yes,,,,,,1,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),3,"Republic Services, CR&R Environmental Services, Serv-Wel Disposal Company",,MODERATE,103,56.75,10,15,16.52,2.5,0,3.2,2.22,0,6.56,0.75,13731409,10752178,118561,440439,NULL,-1163587,2657353,-1163587,-0.43787446,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,1,1,1,0,,,60462773,13849970,65035977,11192617,-4573204,2657353,-1163587,66744419,25335486,9519427
Santa Maria,1905,28,"4,211","2,260",4652.566372,Council-Manager,Charter,107408,75.50,17.40,1.00,0.10,4.70,0.00,0.10,1.20,3.4,3.5,9.7,10.4,15.2,18.8,15.3,16.4,5.1,2.2,59336,72218,55.78,N,,1,,,1,1,City operated,#REF!,Yes,,,,1,1,1,1,1,1,1,City operated,1,City operated,,MODERATE,239,69.06,10,12.16,18.26,3.13,6.96,3.55,3.06,1.94,10,0,42216742,30762664,155806,2681240,NULL,-331940,8928644,-331940,-0.03717698,10213893,8922706,978008,0,NULL,NULL,2269195,,,24744014,23561812,253006,0,NULL,NULL,1435208,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,91298688,107000000,92316976,89200164,-1018288,17997155,-843020,78878473,36236752,100000000
